사용월,호선명,역ID,지하철역,승차승객수,하차승객수,작업일시
2021-08,6호선,467,동묘앞,"199,452","202,670",2021-09-03 10:03:14
2021-08,6호선,468,창신,"80,811","66,220",2021-09-03 10:03:14
2021-08,6호선,469,보문,"165,181","154,087",2021-09-03 10:03:14
2021-08,6호선,470,안암(고대병원앞),"219,377","218,944",2021-09-03 10:03:14
2021-08,6호선,471,고려대(종암),"175,293","168,438",2021-09-03 10:03:14
2021-08,6호선,472,월곡(동덕여대),"257,973","258,374",2021-09-03 10:03:14
2021-08,6호선,473,상월곡(한국과학기술연구원),"144,575","130,456",2021-09-03 10:03:14
2021-08,6호선,474,돌곶이,"211,010","199,781",2021-09-03 10:03:14
2021-08,6호선,475,석계,"283,439","293,011",2021-09-03 10:03:14
2021-08,6호선,476,태릉입구,"127,639","139,980",2021-09-03 10:03:14
2021-08,6호선,477,화랑대(서울여대입구),"254,372","202,444",2021-09-03 10:03:14
2021-08,6호선,478,봉화산(서울의료원),"201,552","191,374",2021-09-03 10:03:14
2021-08,6호선,479,신내,3,0,2021-09-03 10:03:14
2021-08,7호선,480,장암,"55,641","27,125",2021-09-03 10:03:14
2021-08,7호선,481,도봉산,"215,476","260,603",2021-09-03 10:03:14
2021-08,7호선,482,수락산,"315,351","314,550",2021-09-03 10:03:14
2021-08,7호선,483,마들,"298,758","286,388",2021-09-03 10:03:14
2021-08,7호선,484,노원,"469,854","493,310",2021-09-03 10:03:14
2021-08,7호선,485,중계,"323,610","296,560",2021-09-03 10:03:14
2021-08,7호선,486,하계,"404,875","384,375",2021-09-03 10:03:14
2021-08,7호선,487,공릉(서울과학기술대),"268,904","270,031",2021-09-03 10:03:14
2021-08,7호선,488,태릉입구,"197,010","186,331",2021-09-03 10:03:14
2021-08,7호선,489,먹골,"242,183","238,780",2021-09-03 10:03:14
2021-08,7호선,490,중화,"261,425","256,697",2021-09-03 10:03:14
2021-08,7호선,491,상봉(시외버스터미널),"401,402","378,832",2021-09-03 10:03:14
2021-08,7호선,492,면목,"366,806","363,492",2021-09-03 10:03:14
2021-08,7호선,493,사가정,"392,046","390,658",2021-09-03 10:03:14
2021-08,7호선,494,용마산(용마폭포공원),"144,160","144,087",2021-09-03 10:03:14
2021-08,7호선,495,중곡,"234,113","223,167",2021-09-03 10:03:14
2021-08,7호선,496,군자(능동),"344,331","282,079",2021-09-03 10:03:14
2021-08,7호선,497,어린이대공원(세종대),"278,077","272,690",2021-09-03 10:03:14
2021-08,7호선,498,건대입구,"289,512","292,627",2021-09-03 10:03:14
2021-08,7호선,499,뚝섬유원지,"207,645","197,305",2021-09-03 10:03:14
2021-08,7호선,500,청담,"421,817","457,839",2021-09-03 10:03:14
2021-08,7호선,501,강남구청,"364,138","397,646",2021-09-03 10:03:14
2021-08,7호선,502,학동,"513,723","537,400",2021-09-03 10:03:14
2021-08,7호선,503,논현,"452,938","487,316",2021-09-03 10:03:14
2021-08,7호선,504,반포,"136,598","130,285",2021-09-03 10:03:14
2021-08,7호선,505,고속터미널,"377,751","307,210",2021-09-03 10:03:14
2021-08,7호선,506,내방,"326,014","331,098",2021-09-03 10:03:14
2021-08,7호선,507,이수,"362,548","354,833",2021-09-03 10:03:14
2021-08,7호선,508,남성,"258,706","242,882",2021-09-03 10:03:14
2021-08,7호선,509,숭실대입구(살피재),"264,177","272,699",2021-09-03 10:03:14
2021-08,7호선,510,상도,"243,681","236,942",2021-09-03 10:03:14
2021-08,7호선,511,장승배기,"225,356","220,873",2021-09-03 10:03:14
2021-08,7호선,512,신대방삼거리,"383,326","371,133",2021-09-03 10:03:14
2021-08,7호선,513,보라매,"222,972","221,759",2021-09-03 10:03:14
2021-08,7호선,514,신풍,"274,235","261,825",2021-09-03 10:03:14
2021-08,7호선,515,대림(구로구청),"205,654","204,379",2021-09-03 10:03:14
2021-08,7호선,516,남구로,"369,263","384,694",2021-09-03 10:03:14
2021-08,7호선,517,가산디지털단지,"982,413","963,994",2021-09-03 10:03:14
2021-08,7호선,518,철산,"490,990","506,169",2021-09-03 10:03:14
2021-08,7호선,519,광명사거리,"534,619","529,941",2021-09-03 10:03:14
2021-08,7호선,520,천왕,"256,576","245,694",2021-09-03 10:03:14
2021-08,7호선,521,온수(성공회대입구),"232,363","214,715",2021-09-03 10:03:14
2021-08,7호선,522,까치울,"183,043","179,619",2021-09-03 10:03:14
2021-08,7호선,523,부천종합운동장,"111,613","98,886",2021-09-03 10:03:14
2021-08,7호선,524,춘의,"222,547","218,957",2021-09-03 10:03:14
2021-08,7호선,525,신중동,"328,420","327,204",2021-09-03 10:03:14
2021-08,7호선,526,부천시청,"304,800","303,636",2021-09-03 10:03:14
2021-08,7호선,527,상동,"306,649","317,934",2021-09-03 10:03:14
2021-08,7호선,528,삼산체육관,"122,313","113,378",2021-09-03 10:03:14
2021-08,7호선,529,굴포천,"214,792","226,275",2021-09-03 10:03:14
2021-08,7호선,530,부평구청,"176,958","157,408",2021-09-03 10:03:14
2021-08,8호선,531,암사,"439,041","398,069",2021-09-03 10:03:14
2021-08,8호선,532,천호(풍납토성),"352,379","401,561",2021-09-03 10:03:14
2021-08,8호선,533,강동구청,"235,797","246,538",2021-09-03 10:03:14
2021-08,8호선,534,몽촌토성(평화의문),"139,202","139,739",2021-09-03 10:03:14
2021-08,8호선,535,잠실(송파구청),"326,569","372,143",2021-09-03 10:03:14
2021-08,8호선,536,석촌,"182,672","211,604",2021-09-03 10:03:14
2021-08,8호선,537,송파,"172,624","175,615",2021-09-03 10:03:14
2021-08,8호선,538,가락시장,"174,606","193,216",2021-09-03 10:03:14
2021-08,8호선,539,문정,"465,142","485,540",2021-09-03 10:03:14
2021-08,8호선,540,장지,"392,432","383,800",2021-09-03 10:03:14
2021-08,8호선,541,복정,"242,324","213,873",2021-09-03 10:03:14
2021-08,8호선,542,산성,"135,342","138,625",2021-09-03 10:03:14
2021-08,8호선,543,남한산성입구(성남법원.검찰청),"311,868","284,127",2021-09-03 10:03:14
2021-08,8호선,544,단대오거리,"245,572","239,495",2021-09-03 10:03:14
2021-08,8호선,545,신흥,"109,053","117,710",2021-09-03 10:03:14
2021-08,8호선,546,수진,"126,851","115,508",2021-09-03 10:03:14
2021-08,8호선,547,모란,"107,312","85,426",2021-09-03 10:03:14
2021-08,9호선,607,개화,"60,700","44,736",2021-09-03 10:03:14
2021-08,9호선,608,김포공항,"198,857","305,273",2021-09-03 10:03:14
2021-08,9호선,609,공항시장,"71,362","78,498",2021-09-03 10:03:14
2021-08,9호선,610,신방화,"160,607","158,374",2021-09-03 10:03:14
2021-08,9호선,611,마곡나루(서울식물원),"260,313","261,649",2021-09-03 10:03:14
2021-08,9호선,612,양천향교,"215,040","220,051",2021-09-03 10:03:14
2021-08,9호선,613,가양,"467,975","456,605",2021-09-03 10:03:14
2021-08,9호선,614,증미,"169,532","171,232",2021-09-03 10:03:14
2021-08,9호선,615,등촌,"267,619","268,393",2021-09-03 10:03:14
2021-08,9호선,616,염창,"387,506","380,402",2021-09-03 10:03:14
2021-08,9호선,617,신목동,"86,914","78,699",2021-09-03 10:03:14
2021-08,9호선,618,선유도,"183,532","179,379",2021-09-03 10:03:14
2021-08,9호선,619,당산,"409,809","406,726",2021-09-03 10:03:14
2021-08,9호선,620,국회의사당,"311,331","314,492",2021-09-03 10:03:14
2021-08,9호선,621,여의도,"542,355","511,017",2021-09-03 10:03:14
2021-08,9호선,622,샛강,"122,651","126,235",2021-09-03 10:03:14
2021-08,9호선,623,노량진,"612,254","597,189",2021-09-03 10:03:14
2021-08,9호선,624,노들,"104,911","90,470",2021-09-03 10:03:14
2021-08,9호선,625,흑석(중앙대입구),"174,931","183,305",2021-09-03 10:03:14
2021-08,9호선,626,동작(현충원),"43,606","34,926",2021-09-03 10:03:14
2021-08,9호선,627,구반포,"55,748","58,600",2021-09-03 10:03:14
2021-08,9호선,628,신반포,"74,004","72,892",2021-09-03 10:03:14
2021-08,9호선,629,고속터미널,"290,797","374,296",2021-09-03 10:03:14
2021-08,9호선,630,사평,"78,501","78,146",2021-09-03 10:03:14
2021-08,9호선,631,신논현,"715,711","707,939",2021-09-03 10:03:14
2021-08,공항철도 1호선,645,서울역,"184,079","171,294",2021-09-03 10:03:14
2021-08,공항철도 1호선,646,공덕,"51,097","65,526",2021-09-03 10:03:14
2021-08,공항철도 1호선,647,홍대입구,"235,699","233,561",2021-09-03 10:03:14
2021-08,공항철도 1호선,648,디지털미디어시티,"283,719","259,808",2021-09-03 10:03:14
2021-08,공항철도 1호선,649,마곡나루(서울식물원),"158,987","154,463",2021-09-03 10:03:14
2021-08,공항철도 1호선,650,김포공항,"324,928","179,526",2021-09-03 10:03:14
2021-08,공항철도 1호선,651,계양,"217,252","208,345",2021-09-03 10:03:14
2021-08,공항철도 1호선,652,검암,"158,385","156,580",2021-09-03 10:03:14
2021-08,공항철도 1호선,653,청라국제도시,"148,370","141,764",2021-09-03 10:03:14
2021-08,공항철도 1호선,654,운서,"160,177","164,336",2021-09-03 10:03:14
2021-08,공항철도 1호선,655,공항화물청사,"55,595","59,518",2021-09-03 10:03:14
2021-08,공항철도 1호선,656,인천공항1터미널,"103,997","106,447",2021-09-03 10:03:14
2021-08,공항철도 1호선,657,인천공항2터미널,"67,573","63,593",2021-09-03 10:03:14
2021-08,공항철도 1호선,658,영종,"74,991","75,818",2021-09-03 10:03:14
2021-08,9호선2~3단계,632,언주,"231,945","233,389",2021-09-03 10:03:14
2021-08,9호선2~3단계,633,선정릉,"208,100","224,484",2021-09-03 10:03:14
2021-08,9호선2~3단계,634,삼성중앙,"143,450","148,787",2021-09-03 10:03:14
2021-08,9호선2~3단계,635,봉은사,"357,119","360,252",2021-09-03 10:03:14
2021-08,9호선2~3단계,636,종합운동장,"95,430","94,821",2021-09-03 10:03:14
2021-08,9호선2~3단계,637,삼전,"160,997","157,606",2021-09-03 10:03:14
2021-08,9호선2~3단계,638,석촌고분,"141,469","142,338",2021-09-03 10:03:14
2021-08,9호선2~3단계,639,석촌,"192,107","171,504",2021-09-03 10:03:14
2021-08,9호선2~3단계,640,송파나루,"116,629","127,139",2021-09-03 10:03:14
2021-08,9호선2~3단계,641,한성백제,"59,940","55,747",2021-09-03 10:03:14
2021-08,9호선2~3단계,642,올림픽공원(한국체대),"135,811","133,015",2021-09-03 10:03:14
2021-08,9호선2~3단계,643,둔촌오륜,"25,269","23,917",2021-09-03 10:03:14
2021-08,9호선2~3단계,644,중앙보훈병원,"234,074","212,338",2021-09-03 10:03:14
2021-08,우이신설선,702,북한산우이,"79,560","76,872",2021-09-03 10:03:14
2021-08,우이신설선,703,솔밭공원,"59,582","58,781",2021-09-03 10:03:14
2021-08,우이신설선,704,4.19민주묘지,"70,507","65,925",2021-09-03 10:03:14
2021-08,우이신설선,705,가오리,"101,297","101,097",2021-09-03 10:03:14
2021-08,우이신설선,706,화계,"81,554","77,763",2021-09-03 10:03:14
2021-08,우이신설선,707,삼양,"48,739","52,417",2021-09-03 10:03:14
2021-08,우이신설선,708,삼양사거리,"61,115","62,458",2021-09-03 10:03:14
2021-08,우이신설선,709,솔샘,"129,419","122,936",2021-09-03 10:03:14
2021-08,우이신설선,710,북한산보국문,"138,508","132,711",2021-09-03 10:03:14
2021-08,우이신설선,711,정릉,"106,436","96,892",2021-09-03 10:03:14
2021-08,우이신설선,712,성신여대입구(돈암),"77,026","84,752",2021-09-03 10:03:14
2021-08,우이신설선,713,보문,"35,784","35,072",2021-09-03 10:03:14
2021-08,우이신설선,714,신설동,"50,127","47,685",2021-09-03 10:03:14
